CONFIG,TYPE,OWNER,NOTE,6763_64,6739,6739_64,6771,6771_64,6768,6768_64,6785,6785_64,6885,6885_64,6886,6886_64
CONFIG_RT5081_PMU_LDO,PROJECT,vend_gene_chen001,,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_RT7207_ADAPTER,PROJECT,vend_jeff_chang001,new config at this commit ebc855c95fb2bdff04b66d63675dbac9387577a8,,,,,,,,,,,,,
CONFIG_RT9465_PWR_EN_TO_MT6336,PROJECT,,,O,,O,,O,,O,,O,,O,,O
CONFIG_RTC_CLASS                        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_RTC_DRV_MT6358,PLATFORM,wilma.wu,,X,X,X,X,X,y,y,y,y,y,y,y,y
CONFIG_RTC_SYSTOHC,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_SCHED_DEBUG                      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SCHED_HMP,PLATFORM,jing-ting.wu,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SCHED_HMP_PLUS,PLATFORM,jing-ting.wu,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SCHED_HMP_PRIO_FILTER,PLATFORM,jing-ting.wu,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SCHED_MC,PLATFORM,yt.chang,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SCHED_STACK_END_CHECK,USER;PLATFORM,miles.chen,,X(PLATFORM),X(PLATFORM),N(USER),N(USER),N(USER),N(USER),N(USER),N(USER),N(USER),N(USER),N(USER),N(USER),N(USER)
CONFIG_SCHED_TUNE,PLATFORM,lixiong.zhou,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SCHED_WALT,PLATFORM,michael.jiang,support from p40 and later chip,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SCHEDSTATS,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SCSI,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SCSI_LOWLEVEL,PROJECT,chun-hung.wu,,,,,,,,,,,,,,
CONFIG_SCSI_SCAN_ASYNC,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SCSI_UFSHCD,PROJECT,chun-hung.wu,new config in this commit 6c0e95524c592fe1b6fe1b2b10a066b5b1406f50,,,,,,,,,,,,,
CONFIG_SCSI_UFSHCD_PLATFORM,PROJECT,chun-hung.wu,new config in this commit 6c0e95524c592fe1b6fe1b2b10a066b5b1406f50,,,,,,,,,,,,,
CONFIG_SDCARD_FS,PROJECT,perry.hsu,new config in this commit f8cb18613009e6d05030b8866b8347ee5fddbdf4,,,,,,,,,,,,,
CONFIG_SECCOMP                          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECCOMP_FILTER                   ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECTION_MISMATCH_WARN_ONLY,COMMON,jades.shih,force build error if section mismatch,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SECURITY,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECURITY                         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECURITY_NETWORK,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECURITY_NETWORK                 ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECURITY_PERF_EVENTS_RESTRICT,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECURITY_PERF_EVENTS_RESTRICT    ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECURITY_SELINUX,COMMON,sam-ky.lin,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECURITY_SELINUX                 ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECURITY_SELINUX_BOOTPARAM,COMMON,sam-ky.lin,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SECURITY_SELINUX_DEVELOP,COMMON,pierre.lee,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SERIAL_8250,PLATFORM,huihui.wang,,N,N,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SERIAL_8250_CONSOLE,PLATFORM,huihui.wang,,N,N,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SERIAL_8250_MT6577,PLATFORM,huihui.wang,,N,N,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SERIAL_8250_NR_UARTS,PLATFORM,huihui.wang,,N,N,2,3,3,2,2,2,2,2,2,2,2
CONFIG_SERIAL_8250_RUNTIME_UARTS,PLATFORM,huihui.wang,,N,N,2,3,3,2,2,2,2,2,2,2,2
CONFIG_SERIAL_MTK_EARLY_CONSOLE,PROJECT,Cool.Lee,,,,,,,,,,,,,,
CONFIG_SERIO,COMMON,Unused,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_SHMEM                            ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SIGNALFD                         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SLOB,PROJECT,miles.chen,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SLUB_DEBUG,USER;PROJECT,miles.chen,gmo project config,,,,,,,,,,,,,
CONFIG_SLUB_DEBUG_ON,USER;PROJECT,miles.chen,gmo project config,,,,,,,,,,,,,
CONFIG_SMP,PLATFORM,alex.chchang,,X,y,X,y,X,y,X,y,X,y,X,y,X
CONFIG_SND,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND                              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND_ARM,PLATFORM,Michael.Hsiao,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SND_DEBUG,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND_DEBUG_VERBOSE,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND_DYNAMIC_MINORS,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND_HRTIMER,PROJECT,Michael.Hsiao,,,,,,,,,,,,,,
CONFIG_SND_MIXER_OSS,COMMON,Michael.Hsiao,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SND_PCM_OSS,COMMON,Michael.Hsiao,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SND_PCM_XRUN_DEBUG,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND_SEQ_DUMMY,PROJECT,Michael.Hsiao,,,,,,,,,,,,,,
CONFIG_SND_SEQUENCER,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND_SEQUENCER_OSS,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND_SIMPLE_CARD,PLATFORM,Michael.Hsiao,,y,X,y,X,y,X,y,X,y,X,y,X,y
CONFIG_SND_SOC,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND_SOC_MAX98926 ,PROJECT,chipeng.chang,use in 97 and new config in this commit 4ba429dbf0ed272ef89e8754b562c2413c220c8a,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SND_SOC_MT6660,PROJECT,shane.chien,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SND_SOC_MT6768_MT6358,PLATFORM,Michael.Hsiao,new config in this commit f33316c836a15150890ad743961cdfa75f69af1f,X,X,X,X,X,y,y,X,X,X,X,X,X
CONFIG_SND_SOC_MT6785_MT6359,PLATFORM,Eason.Yen,,X,X,X,X,X,X,X,y,y,X,X,X,X
CONFIG_SND_SOC_MT6873_MT6359,PLATFORM,Shane.Chien,,X,X,X,X,X,X,X,X,X,y,y,X,X
CONFIG_SND_SOC_MT6885_MT6359,PLATFORM,Shane.Chien,new config in this commit 728a74b0eeb360e51f59a981436b168945e47f3b,X,X,X,X,X,X,X,X,X,y,y,X,X
CONFIG_SND_SOC_MTK_AUDIO_DSP,PROJECT,chipeng.chang,,X,X,X,X,X,X,X,X,y,X,y,X,y
CONFIG_SND_SOC_MTK_BTCVSD,PLATFORM,Lumi.Lee,Auido with BT,y,y,y,y,y,y,y,y,y,N,y,y,y
CONFIG_SND_SOC_MTK_SCP_SMARTPA,PROJECT,Shane.Chien,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SND_SOC_RT5509,PROJECT,shane.chien,,,,,,,,,,,,,,
CONFIG_SND_SOC_TFA9874,PROJECT,shane.chien,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SND_SPI,COMMON,Michael.Hsiao,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_SND_USB_AUDIO,COMMON,zoe.lee,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SND_VERBOSE_PRINTK,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SOFTLOCKUP_DETECTOR,PROJECT,miles.lin,Need to enable or modify this option according to https://github.com/google/syzkaller/blob/master/docs/linux/kernel_configs.md,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_SOUND,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SOUND                            ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SOUND_PRIME,COMMON,Michael.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SPECIFY_IMGSENSOR,PROJECT,josepchi.tsai,,X,X,O,O,O,O,O,O,O,O,O,O,O
CONFIG_SPI,COMMON,Freddy.Hsin,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SPI_MT65XX,PLATFORM,Freddy.Hsin,,X,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SPMI,PLATFORM,argus lin,spmi driver for pmic,X,X,X,X,X,X,X,X,X,y,y,y,y
CONFIG_STAGING                          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_STRICT_KERNEL_RWX                ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_STRICT_MODULE_RWX                ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SUSPEND                          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SW_SYNC,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SW_SYNC_USER,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SWITCH,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SYN_COOKIES,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SYNC_FILE                        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SYSCTL_SYSCALL,PLATFORM,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SYSFS                            ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_SYSTEM_AS_ROOT,PROJECT,juju.sung,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_SYSTEM_TRUSTED_KEYRING,PROJECT,pangyen.chen,,,,,,,,,,,,,,
CONFIG_SYSTEM_TRUSTED_KEYS,PROJECT,pangyen.chen,,,,,,,,,,,,,,
CONFIG_SYSVIPC                          ,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_TARGET_COPY_OUT_ODM,PROJECT,lucas-sr.wei,,y,,y,,y,,y,,y,,y,,y
CONFIG_TASK_IO_ACCOUNTING               ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_TASK_XACCT                       ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_TASKSTATS                        ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_TCPC_CLASS,PROJECT,vend_jeff_chang001,new config at this commit ebc855c95fb2bdff04b66d63675dbac9387577a8,,,,,,,,,,,,,
CONFIG_TCPC_MT6360,PROJECT,vend_gene_chen001,,,,,,,,,,,,,,
CONFIG_TCPC_MT6370,PROJECT,arvin.wang,,O,,O,,O,,O,,O,,O,,O
CONFIG_TCPC_RT1711H,PROJECT,vend_jeff_chang001,new config at this commit ebc855c95fb2bdff04b66d63675dbac9387577a8,,,,,,,,,,,,,
CONFIG_TCPC_RT5081,PROJECT,vend_gene_chen001,,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_THERMAL,COMMON,Josh.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_THERMAL_DEFAULT_GOV_BACKWARD_COMPATIBLE,COMMON,Josh.Hsiao,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_THUMB2_KERNEL,PROJECT,,,X,y,X,X,X,X,X,X,X,X,X,X,X
CONFIG_TIMERFD                          ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_TMPFS,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_TOI_CORE,PROJECT,Calvin.Hung,new config a372ef1d80a0d446e63feb21e84729437a7d1861,,,,,,,,,,,,,
CONFIG_TOI_DEFAULT_WAIT,PROJECT,Calvin.Hung,new config a372ef1d80a0d446e63feb21e84729437a7d1861,,,,,,,,,,,,,
CONFIG_TOI_FILE,PROJECT,Calvin.Hung,new config a372ef1d80a0d446e63feb21e84729437a7d1861,,,,,,,,,,,,,
CONFIG_TOUCHSCREEN_MTK,PROJECT,,,y,y,N,y,y,y,y,y,y,N,N,N,N
CONFIG_TOUCHSCREEN_MTK_GT1151,PROJECT,wenqiang.zhang,y,y,y,N,y,y,y,y,y,y,N,N,N,N
CONFIG_TOUCHSCREEN_MTK_NT36xxx,PROJECT,lomen.wu,,y,,y,,y,,y,,y,,y,,y
CONFIG_TOUCHSCREEN_MTK_SYNAPTICS_3320_50,PROJECT,joan.cho,new config in this commit 9505b005d1c3680df7f8749a00217a8101f44a1b,,,,,,,,,,,,,
CONFIG_TOUCHSCREEN_MTK_TOUCH,PROJECT,wenqiang.zhang,y,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_TOUCHSCREEN_PHYSICAL_ROTATION_WITH_LCM,PROJECT,chang-an.chen,,,,,,,,,,,,,,
CONFIG_TOUCHSCREEN_SYNAPTICS_DSX_TD4322,PROJECT,lomen.wu,,y,,y,,y,,y,,y,,y,,y
CONFIG_TOUCHSCREEN_SYNAPTICS_TCM_CORE,PROJECT,Wenqiang Zhang,,,,,,,,,,,,,,
CONFIG_TOUCHSCREEN_SYNAPTICS_TCM_DEVICE,PROJECT,Wenqiang Zhang,,,,,,,,,,,,,,
CONFIG_TOUCHSCREEN_SYNAPTICS_TCM_RECOVERY,PROJECT,Wenqiang Zhang,,,,,,,,,,,,,,
CONFIG_TOUCHSCREEN_SYNAPTICS_TCM_REFLASH,PROJECT,Wenqiang Zhang,,,,,,,,,,,,,,
CONFIG_TOUCHSCREEN_SYNAPTICS_TCM_TESTING,PROJECT,Wenqiang Zhang,,,,,,,,,,,,,,
CONFIG_TOUCHSCREEN_SYNAPTICS_TCM_TOUCH,PROJECT,Wenqiang Zhang,,,,,,,,,,,,,,
CONFIG_TRUSTONIC_TEE_SUPPORT,PROJECT,tryout.chen,,,,,,,,,,,,,,
CONFIG_TRUSTONIC_TRUSTED_UI,PROJECT,weiguo.li,new config in this commit,,,,,,,,,,,,,
CONFIG_TRUSTY,PROJECT,tristan.shieh,,,,,,,,,,,,,,
CONFIG_TRUSTY_INTERRUPT_MAP,PROJECT,tristan.shieh,,X,O,X,O,X,O,X,O,X,O,X,O,X
CONFIG_TTY                              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_TUN                              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_TWOKEY_REBOOT_NORMAL_MODE,PROJECT,Elvin.Lin,,,,,,,,,,,,,,
CONFIG_TWOKEY_REBOOT_OTHER_MODE,PROJECT,Elvin.Lin,,,,,,,,,,,,,,
CONFIG_U3_PHY_AHB_SUPPORT,PROJECT,yu-chang.wang,,X,X,O,y,y,X,X,O,O,O,O,O,O
CONFIG_U3_PHY_GPIO_SUPPORT,Eddie.Hung,,,,,,,,,,,,,,
CONFIG_U3_PHY_SMT_LOOP_BACK_SUPPORT,PROJECT,yu-chang.wang,,,,,,,,,,,,,,
CONFIG_UBIFS_FS,PROJECT,linger.lee,,,,,,,,,,,,,,
CONFIG_UBIFS_FS_ADVANCED_COMPR,PROJECT,linger.lee,,,,,,,,,,,,,,
CONFIG_UBIFS_FS_LZ4K,PROJECT,linger.lee,,,,,,,,,,,,,,
CONFIG_UBSAN,USER;PROJECT,James.Hsu,,,,,,,,,,,,,,
CONFIG_UCLAMP_GROUPS_COUNT,PROJECT,yun.hsiang,new config I771ad9386a8f2a8ce9500fffbc2f822cb82c98ef,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_UCLAMP_MAP_OPP,PROJECT,yun.hsiang,new config I771ad9386a8f2a8ce9500fffbc2f822cb82c98ef,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_UCLAMP_TASK,PROJECT,yun.hsiang,new config I771ad9386a8f2a8ce9500fffbc2f822cb82c98ef,X,X,32,X,X,32,32,32,32,32,32,32,32
CONFIG_UCLAMP_TASK_GROUP,PROJECT,yun.hsiang,new config I771ad9386a8f2a8ce9500fffbc2f822cb82c98ef,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_UHID,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_UID_SYS_STATS                    ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_UNIX                             ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB                              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_ACM,COMMON,Arvin.Wang,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_USB_C_SWITCH_FUSB302,PROJECT,justin.hsieh,new config in this commit 7ddbca5bd9947e9e79a414898e8c6be366f24602,,,,,,,,,,,,,
CONFIG_USB_C_SWITCH_MT6336,PROJECT,justin.hsieh,,,,,,,,,,,,,,
CONFIG_USB_C_SWITCH_SII70XX,PROJECT,justin.hsieh,new config in this commit 7ddbca5bd9947e9e79a414898e8c6be366f24602,,,,,,,,,,,,,
CONFIG_USB_C_SWITCH_SII70XX_MHL_MODE,COMMON,chihhao.chen,new config in this commit 57c8a01463206721e18e958ecbc0692d08cf01eb,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_USB_C_SWITCH_U3_MUX,PLATFORM,eddie.hung,,X,X,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS,COMMON,marvin.lin,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS                     ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_ACM,PLATFORM,justin.hsieh,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_F_ACC               ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_F_AUDIO_SRC         ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_F_FS                ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_F_HID,PLATFORM,justin.hsieh,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_F_MIDI              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_F_MTP,COMMON,marvin.lin,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_F_PTP,COMMON,marvin.lin,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_MASS_STORAGE,PLATFORM,justin.hsieh,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_RNDIS,PLATFORM,justin.hsieh,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_SERIAL,PLATFORM,justin.hsieh,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_CONFIGFS_UEVENT              ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_G_ANDROID,PLATFORM,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_GADGET                       ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_GADGET_VBUS_DRAW,PLATFORM,yu-chang.wang,,y,y,500,500,500,500,500,500,500,500,500,500,500
CONFIG_USB_MTK_DUALMODE,PROJECT,Arvin.Wang,,,,,,,,,,,,,,
CONFIG_USB_MTK_EXTCON,PLATFORM,chihhao.chen,,,,y,,,,,y,y,y,y,y,y
CONFIG_USB_MTK_HDRC,PLATFORM,jeremy.chou,,y,y,y,X,X,y,y,y,y,y,y,y,y
CONFIG_USB_MTK_IDDIG,PROJECT,Arvin.Wang,new config in this commit Id7f09fd3b9edf96f17d0c792d3fbe0c8239ee721,,,,,,,,,,,,,
CONFIG_USB_MTK_OTG,PROJECT,Arvin.Wang,,,,,,,,,,,,,,
CONFIG_USB_MTK_OTG_SWITCH,PROJECT,Arvin.Wang,new config in this commit Id7f09fd3b9edf96f17d0c792d3fbe0c8239ee721,,,,,,,,,,,,,
CONFIG_USB_MTU3,PLATFORM,chihhao.chen,,,,y,,,,,y,y,y,y,y,y
CONFIG_USB_MTU3_PLAT_PHONE,PLATFORM,chihhao.chen,,,,y,,,,,y,y,y,y,y,y
CONFIG_USB_MU3D_DEFAULT_U2_MODE,PLATFORM,eddie.hung,USB,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_USB_MU3D_DRV,PROJECT,yu-chang.wang,,X,X,O,y,y,X,X,O,O,O,O,O,O
CONFIG_USB_MU3D_DRV_36BIT,PROJECT,yu-chang.wang,,X,X,O,X,X,X,X,O,O,O,O,O,O
CONFIG_USB_MU3D_ONLY_U2_MODE,PROJECT,Arvin.Wang,,,,,,,,,,,,,,
CONFIG_USB_POWER_DELIVERY,PROJECT,venf_jeff_chang001,new config at this commit ebc855c95fb2bdff04b66d63675dbac9387577a8,,,,,,,,,,,,,
CONFIG_USB_PRINTER,COMMON,Unused,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_USB_SERIAL,PLATFORM,eddie.hung,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_ALAUDA,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_CYPRESS_ATACB,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_DATAFAB,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_DEBUG,COMMON,chihhao.chen,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_USB_STORAGE_FREECOM,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_ISD200,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_JUMPSHOT,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_KARMA,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_ONETOUCH,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_SDDR09,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_SDDR55,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_STORAGE_USBAT,COMMON,chihhao.chen,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_SUPPORT                      ,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_TRANCEVIBRATOR,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_USB_VIDEO_CLASS,PLATFORM,,,X,y,X,X,X,X,X,X,X,X,X,X,X
CONFIG_USB_XHCI_HCD,PROJECT,Arvin.Wang,,,,,,,,,,,,,,
CONFIG_USB_XHCI_MTK,PROJECT,Arvin.Wang,,,,,,,,,,,,,,
CONFIG_USB_XHCI_MTK_SUSPEND,PLATFORM,Arvin.Wang,,X,X,y,X,X,X,X,y,y,y,y,y,y
CONFIG_USE_OF,PLATFORM,chia-hao.hsu,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_USELIB,COMMON,sophie.wang,File System,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_USELIB                           ,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_USER_NS,PROJECT,miles.lin,Need to enable or modify this option according to https://github.com/google/syzkaller/blob/master/docs/linux/kernel_configs.md,O,O,O,O,O,O,O,O,O,O,O,O,O
CONFIG_V4L_MEM2MEM_DRIVERS,PLATFORM,Chia-Mao.Hung,,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_V4L_PLATFORM_DRIVERS,PLATFORM,Chia-Mao.Hung,,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_VB2_MEDIATEK_DMA_CONTIG,PLATFORM,Chia-Mao.Hung,,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_VFAT_FS,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_VFP,PLATFORM,,,X,y,X,y,X,y,X,y,X,y,X,y,X
CONFIG_VIDEO_MEDIATEK_ISP_COMMON,PLATFORM,Mike.Yeh,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_VIDEO_MEDIATEK_ISP_RSC_SUPPORT,PLATFORM,Mike.Yeh,,X,X,X,X,X,X,X,X,X,X,X,X,X
CONFIG_VIDEO_MEDIATEK_JPEG,PLATFORM,,,X,X,X,X,X,X,X,X,X,y,y,y,y
CONFIG_VIDEO_MEDIATEK_VCODEC,PLATFORM,Chia-Mao.Hung,,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_VIDEO_MEDIATEK_VCU_WO_FUSE,PLATFORM,Chia-Mao.Hung,,X,X,y,X,X,y,y,y,y,y,y,y,y
CONFIG_VLAN_8021Q,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_VT,COMMON,,,N,N,N,N,N,N,N,N,N,N,N,N,N
CONFIG_WATCHDOG,COMMON,,,y,y,y,y,y,y,y,y,y,y,y,y,y
CONFIG_WQ_POWER_EFFICIENT_DEFAULT,PLATFORM,Andress.Kuo,ACAO requirement,y,y,y,y,y,y,y,y,y,y,y,y,y
